name,url,Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Current_Country_Of_Reg,Imported,County,Independant_Dealer,Dublin2,Model,Price,Engine_Size,External_Length,Fuel_Tank_Capacity,External_Width,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,External_Height,Boot_Volume,Ground_Clearance,Euro_NCAP_Overall_Safety_Rating,Engine_Power,Top_Speed,Acceleration,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Battery_Capacity
Peugeot 308 2014,https://www.donedeal.ie/cars-for-sale/peugeot-308-2014/39362135,Access,"195,459 km",1.6 L Diesel,May 2025,2014,Manual,2,Peugeot,Diesel,MPV,4,Base Trim,5,Grey,190,Ireland,No,,"Private Seller
No rating yet","Kildimo, Co. Limerick",308,"€5,700",1.6 L,4.28 m,60 L,1.82 m,3.6 L/100 km,4.2 L/100 km,5.2 L/100 km,1.50 m,"1,201 L",,,,,,,,,,
Volkswagen ID.4 Business 77kwh 204HP,https://www.donedeal.ie/cars-for-sale/volkswagen-id-4-business-77kwh-204hp/39362108,BUSINESS,"50,000 km",512 km (WLTP) Electric,Sep 2026,2022,Automatic,---,Volkswagen,Electric,Estate,5,Medium Trim,5,Grey,120,Ireland,No,Co. Dublin,Franchise Dealer,"Cloghran, Co. Dublin",ID.4,"€29,950",,4.58 m,,1.85 m,,,,,,,5/5,204 hp,160 km/h,8.5 sec,89%,85%,93%,76%,
Cupra Leon 1.5 Etsi 150bhp DSG,https://www.donedeal.ie/cars-for-sale/cupra-leon-1-5-etsi-150bhp-dsg/36892180,-,"10,652 km",1.5 L Petrol,Jan 2028,2024,Automatic,1,Cupra,Petrol,Estate,5,Sports Trim,5,White,210,Ireland,No,Co. Cork,"Franchise Dealer
4.4/5",Co. Cork,Leon,"€35,750",1.5 L,4.40 m,,1.80 m,,,,,380 L,,5/5,,,,88%,80%,91%,71%,
Volkswagen Golf R-line 2.0 TDI 6speed 150BHP SUN,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-r-line-2-0-tdi-6speed-150bhp-sun/39172922,R-Line,"23,510 km",2.0 L Diesel,Jan 2027,2023,Manual,1,Volkswagen,Diesel,Hatchback,5,Sports Trim,5,White,190,Ireland,No,Co. Galway,Independent Dealer,"Portumna, Co. Galway",Golf,"€37,500",2.0 L,4.28 m,50 L,1.79 m,,4.4 L/100 km,,,"1,237 L",,5/5,,,,87%,82%,88%,74%,
Citroen Berlingo Multispace 2012,https://www.donedeal.ie/cars-for-sale/citroen-berlingo-multispace-2012/39362129,---,"82,741 km",1.6 L Diesel,Oct 2025,2012,Manual,2,Citroen,Diesel,MPV,5,---,4,Blue,280,Ireland,UK,,Independent Dealer,Co. Longford,Berlingo Multispace,"€12,500",,,,,,,,,,,,,,,,,,,
Volkswagen Polo 75 Edition 1.0tsi 95hp Manual,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-75-edition-1-0tsi-95hp-manual/39362036,---,30 km,1.0 L Petrol,---,2025,Manual,1,Volkswagen,Petrol,Hatchback,5,---,---,Black,,Ireland,No,Co. Dublin,"Franchise Dealer
4.4/5",Co. Dublin,Polo,"€26,495",,,,,,,,,,,,,,,,,,,
BMW 420D gran coupe,https://www.donedeal.ie/cars-for-sale/bmw-420d-gran-coupe/39148262,Sport,"68,000 mi",2.0 L Diesel,Apr 2026,2018,Automatic,4,BMW,Diesel,Saloon,4,Sports Trim,5,Black,200,Ireland,No,,"Private Seller
No rating yet","Clones, Co. Monaghan",4-Series,"€26,950",2.0 L,4.64 m,,1.83 m,4.5 L/100 km,4.8 L/100 km,5.4 L/100 km,1.40 m,,,,,,,,,,,
Car,https://www.donedeal.ie/cars-for-sale/car/39148239,TAKE UP,"77,822 km",1.0 L Petrol,Dec 2025,2013,Automatic,3,Volkswagen,Petrol,Hatchback,5,Base Trim,4,Silver,180,Ireland,Unknown country,,"Private Seller
No rating yet","Blanchardstown, Co. Dublin",up!,"€7,000",1.0 L,3.54 m,35 L,1.65 m,4.0 L/100 km,4.7 L/100 km,5.9 L/100 km,1.49 m,951 L,14 cm,,,,,,,,,
BMW 3-Series 2002,https://www.donedeal.ie/cars-for-sale/bmw-3-series-2002/39362106,N,138 mi,2.0 L Petrol,Mar 2025,2002,---,10,BMW,,,,,,,710,Ireland,UK,,"Private Seller
No rating yet","Ennis, Co. Clare",3-Series,"€123,456",,,,,,,,,,,,,,,,,,,
2013 Volkswagen Golf,https://www.donedeal.ie/cars-for-sale/2013-volkswagen-golf/39362101,BLUEMOTION,"179,900 km",1.6 L Diesel,Jul 2025,2013,Manual,3,Volkswagen,Diesel,Hatchback,5,Base Trim,5,Silver,180,Ireland,UK,,"Private Seller
5.0/5 (1)",Co. Dublin,Golf,"€6,950",1.6 L,4.20 m,,1.79 m,3.4 L/100 km,3.8 L/100 km,4.7 L/100 km,1.48 m,,,,,,,,,,,
SEAT Leon 1.0 TSI 110HP SE 5DR,https://www.donedeal.ie/cars-for-sale/seat-leon-1-0-tsi-110hp-se-5dr/37616726,SE+,"1,000 km",1.0 L Petrol,---,2024,Manual,---,SEAT,Petrol,Hatchback,5,Medium Trim,5,---,,Ireland,No,Co. Dublin,Franchise Dealer,"Swords, Co. Dublin",Leon,"€25,950",1.0 L,4.37 m,,1.80 m,,,,,380 L,,5/5,,,,88%,80%,92%,71%,
Kia Sportage 1.6 GDi ISG Petrol * Top Condition *,https://www.donedeal.ie/cars-for-sale/kia-sportage-1-6-gdi-isg-petrol-top-condition/37862894?campaign=3,EX,"108,000 mi",1.6 L Petrol,Mar 2027,2016,Manual,2,Kia,Petrol,SUV,5,---,5,Grey,400,Ireland,No,Co. Wicklow,Independent Dealer,Co. Wicklow,Sportage,"€13,950",1.6 L,,,,,,,,,,,,,,,,,,
2015 Volkswagen UP! Automatic 5DR,https://www.donedeal.ie/cars-for-sale/2015-volkswagen-up-automatic-5dr/38987418?campaign=3,---,"60,571 mi",1.0 L Petrol,Feb 2027,2015,Automatic,0,Volkswagen,Petrol,Hatchback,5,---,5,White,180,Ireland,Unknown,Co. Dublin,Independent Dealer,Co. Dublin,up!,"€8,249",,,,,,,,,,,,,,,,,,,
Renault Arkana 1.6 E-tech Fhev 145 Esprit Alpine,https://www.donedeal.ie/cars-for-sale/renault-arkana-1-6-e-tech-fhev-145-esprit-alpine/39431794?campaign=3,---,"12,993 mi",1.6 L Hybrid,---,2024,Automatic,---,Renault,Hybrid,---,---,---,5,White,,UK,,,Franchise Dealer,"Ballymena, Co. Antrim",Arkana,"£21,990",,,,,,,,,,,,,,,,,,,
Volkswagen Golf 1.5 TSI 130HP R-line,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-5-tsi-130hp-r-line/39362097,R-Line,"52,000 km",1.5 L Petrol,Apr 2027,2023,Manual,3,Volkswagen,Petrol,Estate,5,Sports Trim,5,Black,200,Ireland,No,Co. Dublin,Franchise Dealer,"Cloghran, Co. Dublin",Golf,"€32,950",1.5 L,4.28 m,50 L,1.79 m,,5.5 L/100 km,,,"1,237 L",,5/5,,,,87%,82%,88%,74%,
Mercedes-Benz CLS 2014 AMG Estate Automatic,https://www.donedeal.ie/cars-for-sale/mercedes-benz-cls-2014-amg-estate-automatic/38798915,SPORT,"200,000 mi",2.1 L Diesel,Feb 2026,2014,Automatic,4,Mercedes-Benz,Diesel,Estate,5,Luxury Trim,5,Silver,400,Ireland,N. Ireland,,"Private Seller
No rating yet","Youghal, Co. Cork",CLS,"€12,900",2.1 L,4.94 m,,1.88 m,4.4 L/100 km,5.1 L/100 km,6.4 L/100 km,1.42 m,,,,,,,,,,,
New Wheelchair Car @ DMmobility,https://www.donedeal.ie/cars-for-sale/new-wheelchair-car-dmmobility/38940207,---,0 km,1.5 L Diesel,---,2025,Automatic,0,Citroen,Diesel,MPV,5,---,5,Green,0,Ireland,Unknown,,Independent Dealer,Co. Roscommon,Berlingo Multispace,€0,,,,,,,,,,,,,,,,,,,
Wheelchair Car,https://www.donedeal.ie/cars-for-sale/wheelchair-car/38311475,---,"34,300 mi",1.6 L Diesel,---,2018,Automatic,1,Other,Diesel,MPV,5,---,5,Blue,190,UK,,,Independent Dealer,Co. Roscommon,Other,"€18,950",,,,,,,,,,,,,,,,,,,
"Nissan Qashqai,Automatic,New NCT 04/26",https://www.donedeal.ie/cars-for-sale/nissan-qashqai-automatic-new-nct-04-26/39362088,N,"238,600 km",2.0 L Petrol,Apr 2026,2008,Automatic,5,Nissan,,,,,,,710,Ireland,No,,Independent Dealer,"Navan, Co. Meath",Qashqai,"€3,700",2.0 L,,,,,,,,,,,,,,,,,,
Volkswagen Polo 75 Edition 1.0tsi 95hp Manual,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-75-edition-1-0tsi-95hp-manual/39362014,---,30 km,1.0 L Petrol,---,2025,Manual,1,Volkswagen,Petrol,Hatchback,5,---,---,Black,,Ireland,No,Co. Dublin,"Franchise Dealer
4.4/5",Co. Dublin,Polo,"€26,495",,,,,,,,,,,,,,,,,,,
Audi RS4 Avant Tfsi 450BHP S Tronic,https://www.donedeal.ie/cars-for-sale/audi-rs4-avant-tfsi-450bhp-s-tronic/38809768,---,"13,649 km",2.9 L Petrol,Jan 2028,2024,Automatic,1,Audi,Petrol,Estate,5,---,5,Black,1250,Ireland,No,Co. Dublin,"Independent Dealer
4.9/5","Dublin 14, Co. Dublin",RS4,No Price,,,,,,,,,,,,,,,,,,,
Ford Explorer the ALL New Ford Explorer -premium,https://www.donedeal.ie/cars-for-sale/ford-explorer-the-all-new-ford-explorer-premium/37962205,---,0 km,Electric,---,2025,Automatic,---,,Electric,SUV,5,---,---,Grey,,,,Co. Limerick,"Franchise Dealer
4.0/5",Co. Limerick,Explorer,"€53,606",,,,,,,,,,,,,,,,,,,
Hyundai Tucson Phev Executive Plus Auto,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-phev-executive-plus-auto/38788777,Executive Plus,"68,149 km",1.6 L Petrol Plug-in Hybrid,Jan 2026,2022,Automatic,2,Hyundai,Petrol Plug-in Hybrid,SUV,5,Luxury Trim,5,Black,140,Ireland,No,Co. Cork,"Franchise Dealer
4.8/5",Co. Cork,Tucson,"€37,997",1.6 L,4.48 m,42 L,1.85 m,,1.4 L/100 km,,1.66 m,"1,503 L",17 cm,,,,,,,,,13.8 kWh
Audi Q7 Black Edition Quattro,https://www.donedeal.ie/cars-for-sale/audi-q7-black-edition-quattro/38981444,SE,"29,964 mi",3.0 L Hybrid,May 2026,2022,Automatic,1,Audi,Hybrid,SUV,---,Base Trim,5,Blue,,Ireland,UK,Co. Donegal,Franchise Dealer,"Letterkenny, Co. Donegal",Q7,"€69,800",3.0 L,5.06 m,75 L,1.97 m,,,,,"1,835 L",,5/5,381 hp,240 km/h,5.9 sec,86%,72%,92%,71%,17.9 kWh
Volkswagen Polo 75 Edition 1.0tsi 95hp Manual,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-75-edition-1-0tsi-95hp-manual/39361993,---,30 km,1.0 L Petrol,---,2025,Manual,1,Volkswagen,Petrol,Hatchback,5,---,---,Black,,Ireland,No,Co. Dublin,"Franchise Dealer
4.4/5",Co. Dublin,Polo,"€26,495",,,,,,,,,,,,,,,,,,,
Honda Jazz Executive 2021,https://www.donedeal.ie/cars-for-sale/honda-jazz-executive-2021/39361658,Executive,"17,058 km",1.5 L Petrol Hybrid,Aug 2025,2021,Automatic,1,Honda,Petrol Hybrid,Hatchback,5,Luxury Trim,5,Grey,180,Ireland,No,Co. Laois,"Franchise Dealer
4.7/5",Co. Laois,Jazz,"€25,750",1.5 L,4.04 m,,1.69 m,,4.6 L/100 km,,,,,,109 hp,175 km/h,9.5 sec,,,,,0.7 kWh
Skoda Superb,https://www.donedeal.ie/cars-for-sale/skoda-superb/39361978,COMFORT,"184,600 mi",1.6 L Diesel,Mar 2026,2012,Manual,1,Skoda,Diesel,Estate,5,Base Trim,5,Silver,280,Ireland,N. Ireland,,"Private Seller
No rating yet","Paulstown, Co. Kilkenny",Superb,"€5,000",1.6 L,4.84 m,,1.82 m,4.6 L/100 km,5.2 L/100 km,6.3 L/100 km,1.51 m,,,,,,,,,,,
PEUGEOT 208 NCT July 2025,https://www.donedeal.ie/cars-for-sale/peugeot-208-nct-july-2025/38797972,Access,"110,000 km",1.2 L Petrol,Jul 2025,2017,Manual,5,Peugeot,Petrol,Hatchback,4,Base Trim,5,Grey,190,Ireland,No,,"Private Seller
3.0/5 (4)","Allenwood, Co. Kildare",208,"€7,450",1.2 L,3.97 m,,1.74 m,4.1 L/100 km,4.7 L/100 km,5.7 L/100 km,1.46 m,,,,,,,,,,,
Volkswagen Polo r-line 1.0 TSI 95hp Automatic,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-r-line-1-0-tsi-95hp-automatic/39361954,---,30 km,1.0 L Petrol,---,2025,Automatic,1,Volkswagen,Petrol,Hatchback,5,---,---,Silver,,Ireland,No,Co. Dublin,"Franchise Dealer
4.4/5",Co. Dublin,Polo,"€31,495",,,,,,,,,,,,,,,,,,,
"Audi A5 S-line,2.0 diesel,Automatic",https://www.donedeal.ie/cars-for-sale/audi-a5-s-line-2-0-diesel-automatic/39361971,S LINE,"125,600 mi",2.0 L Diesel,Sep 2025,2014,Automatic,3,Audi,Diesel,Hatchback,5,Sports Trim,5,Blue,270,Ireland,UK,,Independent Dealer,"Navan, Co. Meath",A5,"€14,000",2.0 L,4.71 m,,1.85 m,4.4 L/100 km,4.8 L/100 km,5.7 L/100 km,1.39 m,,,,,,,,,,,
Mazda CX-5 2.2d 150ps Gs-l - Front Back Sensors,https://www.donedeal.ie/cars-for-sale/mazda-cx-5-2-2d-150ps-gs-l-front-back-sensors/37675676,---,"72,916 km",2.2 L Diesel,Jan 2025,2021,Manual,1,Mazda,Diesel,SUV,4,---,---,White,,,,Co. Sligo,Franchise Dealer,"Sligo, Co. Sligo",CX-5,"€29,445",,,,,,,,,,,,,,,,,,,
2013 Mercedes-benz C-class Automatic Swap/Trade,https://www.donedeal.ie/cars-for-sale/2013-mercedes-benz-c-class-automatic-swap-trade/39361965,AVANTGARDE SPORT,"290,000 km",2.1 L Diesel,Jul 2025,2013,Manual,3,Mercedes-Benz,Diesel,Saloon,4,Sports Trim,5,Black,200,Ireland,UK,,"Verified Private Seller
3.0/5 (1)",Co. Dublin,C-Class,"€6,950",2.1 L,4.59 m,,1.77 m,3.7 L/100 km,4.4 L/100 km,5.6 L/100 km,1.45 m,,8 cm,,,,,,,,,
Hyundai i20 2010 Low Mileage Trade Sale,https://www.donedeal.ie/cars-for-sale/hyundai-i20-2010-low-mileage-trade-sale/39361949,N,"129,000 km",1.2 L Petrol,Feb 2025,2010,Manual,3,Hyundai,,,,,,,270,Ireland,No,Co. Kildare,Independent Dealer,"Punchestown, Co. Kildare",i20,No Price,,,,,,,,,,,,,,,,,,,
Volkswagen ID.5 Id.5 PRO Plus 77kwh 286BHP,https://www.donedeal.ie/cars-for-sale/volkswagen-id-5-id-5-pro-plus-77kwh-286bhp/39032145,PRO PLUS,"6,300 km",551 km (WLTP) Electric,Jun 2028,2024,Automatic,1,Volkswagen,Electric,Estate,5,Medium Trim,5,Red,120,Ireland,No,Co. Westmeath,"Franchise Dealer
4.3/5","Athlone, Co. Westmeath",ID.5,"€43,950",,4.60 m,,1.85 m,,,,,,,5/5,286 hp,180 km/h,6.7 sec,89%,85%,93%,76%,
Volkswagen Polo r-line 1.0 TSI 95hp Automatic,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-r-line-1-0-tsi-95hp-automatic/39361931,---,29 km,1.0 L Petrol,---,2025,Automatic,1,Volkswagen,Petrol,Hatchback,5,---,---,Silver,,Ireland,No,Co. Dublin,"Franchise Dealer
4.4/5",Co. Dublin,Polo,"€30,745",,,,,,,,,,,,,,,,,,,
Skoda Kamiq Style 1.0tsi 110bhp,https://www.donedeal.ie/cars-for-sale/skoda-kamiq-style-1-0tsi-110bhp/38770958,Style,"24,500 km",1.0 L Petrol,Jan 2028,2024,Manual,1,Skoda,Petrol,Hatchback,5,Luxury Trim,5,White,200,Ireland,No,Co. Dublin,Franchise Dealer,"Cloghran, Co. Dublin",Kamiq,"€28,950",1.0 L,4.24 m,50 L,1.79 m,,5.5 L/100 km,,,"1,395 L",,5/5,,,,85%,76%,96%,80%,
Peugeot 5008 GT Line 1.2 130 Automatic 6.3,https://www.donedeal.ie/cars-for-sale/peugeot-5008-gt-line-1-2-130-automatic-6-3/39135553,GT Line,"77,208 km",1.2 L Petrol,Jan 2026,2020,Automatic,1,Peugeot,Petrol,MPV,4,Sports Trim,7,Black,,Ireland,No,Co. Clare,Franchise Dealer,"Ennis, Co. Clare",5008,"€32,495",1.2 L,4.64 m,56 L,1.84 m,,,,1.65 m,"1,940 L",24 cm,5/5,,,,85%,58%,86%,67%,
Opel Astra SRI LE(NCT’d),https://www.donedeal.ie/cars-for-sale/opel-astra-sri-lenctd/39148093,SRI LE,"180,000 km",1.6 L Diesel,Jul 2025,2015,Manual,2,Opel,Diesel,Hatchback,5,Sports Trim,5,Red,180,Ireland,No,,"Private Seller
5.0/5 (1)","Dublin 18, Co. Dublin",Astra,"€5,950",1.6 L,4.42 m,56 L,1.81 m,3.5 L/100 km,3.7 L/100 km,3.9 L/100 km,1.51 m,"1,235 L",,5/5,,,,84%,71%,95%,46%,
Citroen DS 5 Bluehdi Elegance 2015,https://www.donedeal.ie/cars-for-sale/citroen-ds-5-bluehdi-elegance-2015/39148056,---,"161,004 km",2.0 L Diesel,Nov 2025,2015,Manual,3,Citroen,Diesel,MPV,4,---,5,Blue,190,Ireland,No,,"Private Seller
No rating yet","Ballyboughal, Co. Dublin",DS 5,"€6,000",2.0 L,,,,,,,,,,,,,,,,,,
BMW X1 2022 Sdrive18d Xline Auto,https://www.donedeal.ie/cars-for-sale/bmw-x1-2022-sdrive18d-xline-auto/39247868,---,"37,000 mi",2.0 L Diesel,---,2022,Automatic,1,BMW,Diesel,Estate,5,---,5,White,,Northern Ireland,,Co. Galway,Independent Dealer,"Ballinasloe, Co. Galway",X1,"€39,750",,,,,,,,,,,,,,,,,,,
Daihatsu Materia Automatic 1.5,https://www.donedeal.ie/cars-for-sale/daihatsu-materia-automatic-1-5/38636196,SE,"169,250 km",1.6 L Diesel,Aug 2026,2016,Automatic,7,SEAT,Diesel,Saloon,4,Luxury Trim,5,Beige,200,Ireland,No,,"Verified Trader
4.9/5 (85)","Ballygawley, Co. Sligo",Toledo,"€3,750",1.6 L,4.48 m,55 L,1.71 m,3.7 L/100 km,4.4 L/100 km,5.6 L/100 km,1.46 m,"1,490 L",,5/5,,,,80%,71%,94%,69%,
BMW 5-Series 2012,https://www.donedeal.ie/cars-for-sale/bmw-5-series-2012/38835545,M Sport,"135,000 mi",2.0 L Diesel,Feb 2026,2012,Automatic,6,BMW,Diesel,Saloon,4,Sports Trim,5,White,270,Ireland,UK,,"Private Seller
No rating yet","Carrick-on-Shannon, Co. Leitrim",5-Series,"€12,500",2.0 L,4.90 m,,1.86 m,4.3 L/100 km,4.9 L/100 km,5.9 L/100 km,1.45 m,,14 cm,,,,,,,,,
Ford Focus Titanium 5DR 1.0t 125 S6. S6.2 M6 5,https://www.donedeal.ie/cars-for-sale/ford-focus-titanium-5dr-1-0t-125-s6-s6-2-m6-5/39204912,Titanium,"28,638 km",1.0 L Petrol Hybrid,Mar 2025,2021,Manual,2,Ford,Petrol Hybrid,Hatchback,4,Medium Trim,5,Grey,,Ireland,No,Co. Dublin,Franchise Dealer,Co. Dublin,Focus,"€23,950",,,,,,,,,,,,,,,,,,,
Land Rover Defender 90 County HT SWB,https://www.donedeal.ie/cars-for-sale/land-rover-defender-90-county-ht-swb/31070270,N,"101,224 mi",2.4 L Diesel,---,2007,Manual,4,Land Rover,,,,,,,,UK,,Co. Clare,Independent Dealer,"Milltown Malbay, Co. Clare",Defender,"€31,950",,,,,,,,,,,,,,,,,,,
Peugeot 508 Finance Arranged GT Line SW Bluehdi,https://www.donedeal.ie/cars-for-sale/peugeot-508-finance-arranged-gt-line-sw-bluehdi/39425723?campaign=3,GT Line,"114,586 mi",1.5 L Diesel,Dec 2026,2020,Automatic,1,Peugeot,Diesel,Estate,5,Sports Trim,5,Blue,180,Ireland,UK,Co. Meath,Independent Dealer,"Batterstown, Co. Meath",508,"€21,949",1.5 L,4.75 m,,1.86 m,3.4 L/100 km,3.8 L/100 km,4.7 L/100 km,1.40 m,,,5/5,,,,86%,79%,96%,71%,
BMW 3 Series 330E M Sport,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-m-sport/39346807?campaign=3,---,"71,261 mi",2.0 L Hybrid,---,2022,Automatic,1,BMW,Hybrid,Saloon,4,---,5,Blue,,UK,,Co. Dublin,"Independent Dealer
4.9/5","Dublin 15, Co. Dublin",3-Series,"€32,990",,,,,,,,,,,,,,,,,,,
FRESH NCT Audi a5 s line black edition,https://www.donedeal.ie/cars-for-sale/fresh-nct-audi-a5-s-line-black-edition/38966081?campaign=3,-,"215,000 km",2.0 L Diesel,Apr 2025,2016,Manual,7,Audi,Diesel,Coupe,2,Base Trim,4,Blue,280,Ireland,UK,,"Verified Private Seller
No rating yet",Co. Cork,A5,"€14,000",2.0 L,4.63 m,,1.85 m,,4.5 L/100 km,,1.37 m,,,,,,,,,,,
Kia Xceed 1.0 K4,https://www.donedeal.ie/cars-for-sale/kia-xceed-1-0-k4/39361831,K4,"33,901 km",1.0 L Petrol,Jan 2026,2020,Manual,1,Kia,Petrol,Hatchback,5,Luxury Trim,5,Red,270,Ireland,No,Co. Wexford,"Franchise Dealer
4.8/5",Co. Wexford,XCeed,"€21,895",1.0 L,4.40 m,,1.83 m,4.8 L/100 km,5.4 L/100 km,6.5 L/100 km,1.48 m,,,,,,,,,,,
Nissan Qashqai Pan roof,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-pan-roof/39320546,SVE,"154,000 km",1.6 L Diesel,Mar 2026,2014,Manual,2,Nissan,Diesel,Hatchback,4,Luxury Trim,5,Brown,200,Ireland,No,Co. Cork,Independent Dealer,Co. Cork,Qashqai,"€11,800",1.6 L,4.38 m,55 L,1.81 m,3.9 L/100 km,4.4 L/100 km,5.2 L/100 km,1.59 m,"1,585 L",,,,,,,,,,
BMW i5 Edrive40 Touring M Sport Pro,https://www.donedeal.ie/cars-for-sale/bmw-i5-edrive40-touring-m-sport-pro/39217537,---,"4,000 km",Electric,Mar 2029,2025,Automatic,1,BMW,Electric,Touring,5,---,---,Blue,,,,Co. Wexford,"Franchise Dealer
4.8/5","Enniscorthy, Co. Wexford",i5,"€89,950",,,,,,,,,,,,,,,,,,,
Volkswagen Golf Match Edition 1.6 TDI Bluemotion,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-match-edition-1-6-tdi-bluemotion/39172899,BlueMotion,"192,365 km",1.6 L Diesel,Apr 2027,2016,Manual,1,Volkswagen,Diesel,Hatchback,5,Medium Trim,5,Black,180,Ireland,N. Ireland,Co. Galway,Independent Dealer,"Portumna, Co. Galway",Golf,"€15,450",1.6 L,4.26 m,50 L,1.80 m,3.0 L/100 km,3.2 L/100 km,3.8 L/100 km,1.45 m,"1,270 L",14 cm,5/5,,,,89%,71%,94%,65%,
BMW X1 Sdrive18d M Sport,https://www.donedeal.ie/cars-for-sale/bmw-x1-sdrive18d-m-sport/39361788,---,50 km,2.0 L Diesel,Mar 2029,2025,Automatic,---,BMW,Diesel,SUV,---,---,---,Black,,,,Co. Dublin,"Franchise Dealer
4.1/5",Co. Dublin,X1,No Price,,,,,,,,,,,,,,,,,,,
BMW Series 2 Sport Gran Tourer TOP SPEC,https://www.donedeal.ie/cars-for-sale/bmw-series-2-sport-gran-tourer-top-spec/39147960,Sport,"51,000 mi",1.5 L Petrol,Aug 2025,2017,Manual,1,BMW,Petrol,Estate,5,Medium Trim,7,White,270,Ireland,UK,,"Private Seller
No rating yet",Co. Dublin,2-Series,"€16,995",1.5 L,4.56 m,51 L,1.80 m,4.6 L/100 km,5.3 L/100 km,6.5 L/100 km,1.65 m,"1,820 L",17 cm,5/5,,,,85%,70%,84%,60%,
VW Passat 2.0 TDI Bluemotion,https://www.donedeal.ie/cars-for-sale/vw-passat-2-0-tdi-bluemotion/39361771,N,"399,287 km",2.0 L Diesel,Oct 2025,2010,Manual,3,Volkswagen,,,,,,,270,Ireland,No,,"Verified Private Seller
No rating yet",Co. Offaly,Passat,"€1,999",,,,,,,,,,,,,,,,,,,
BMW M3 E92 2010 Alpine Edition,https://www.donedeal.ie/cars-for-sale/bmw-m3-e92-2010-alpine-edition/39147712,N,"103,000 mi",4.0 L Petrol,---,2010,Automatic,10,BMW,,,,,,,2400,UK,,,"Verified Private Seller
3.5/5 (2)","Navan, Co. Meath",M3,"€19,000",,,,,,,,,,,,,,,,,,,
Hyundai Santa Fe 4WD 2016,https://www.donedeal.ie/cars-for-sale/hyundai-santa-fe-4wd-2016/39361752,Executive,"229,705 km",2.2 L Diesel,Oct 2026,2016,Manual,2,Hyundai,Diesel,SUV,5,Medium Trim,7,Beige,400,Ireland,No,,"Verified Private Seller
No rating yet","Rathmore, Co. Kerry",Santa Fe,"€15,500",2.2 L,4.70 m,,1.88 m,4.9 L/100 km,5.7 L/100 km,6.9 L/100 km,1.69 m,,,5/5,,,,89%,86%,96%,71%,
Nissan micra 1.2 ( NCT and TAX),https://www.donedeal.ie/cars-for-sale/nissan-micra-1-2-nct-and-tax/39147927,-,"80,000 km",1.2 L Petrol,Nov 2025,2015,Manual,1,Nissan,Petrol,Hatchback,5,Base Trim,5,Grey,200,Ireland,UK,,"Verified Private Seller
3.6/5 (5)","Kells, Co. Meath",Micra,"€6,895",1.2 L,3.83 m,,1.67 m,4.3 L/100 km,5.0 L/100 km,6.1 L/100 km,1.52 m,"1,132 L",,4/5,,,,79%,57%,84%,58%,
Low Mileage 50mi,https://www.donedeal.ie/cars-for-sale/low-mileage-50mi/39147906,ALTERNATIVE,"50,000 mi",1.5 L Diesel,May 2025,2015,Manual,1,Dacia,Diesel,Hatchback,4,Base Trim,5,White,190,Ireland,No,,"Private Seller
No rating yet","Bunclody, Co. Wexford",Sandero Stepway,"€7,000",1.5 L,4.06 m,,1.73 m,3.4 L/100 km,3.5 L/100 km,3.7 L/100 km,1.52 m,,,4/5,,,,79%,55%,80%,57%,
Fiat 500 Automatic// Low Milage,https://www.donedeal.ie/cars-for-sale/fiat-500-automatic-low-milage/39166237,Pop,"126,171 km",1.2 L Petrol,Nov 2026,2015,Automatic,1,Fiat,Petrol,Hatchback,3,Base Trim,4,Yellow,,Ireland,Unknown country,Co. Dublin,Independent Dealer,"Tallaght, Co. Dublin",500,"€7,950",1.2 L,3.55 m,,1.63 m,,,,1.49 m,,,,,,,,,,,
Immaculate Honda Civic 2013 - 1.6 I-DTEC ES 5DR,https://www.donedeal.ie/cars-for-sale/immaculate-honda-civic-2013-1-6-i-dtec-es-5dr/37453917,EX,---,1.6 L Diesel,Mar 2025,2014,Manual,1,Honda,Diesel,Hatchback,5,Luxury Trim,5,Silver,180,Ireland,UK,,"Private Seller
No rating yet","Tralee, Co. Kerry",Civic,"€4,500",1.6 L,4.30 m,,1.77 m,3.3 L/100 km,3.6 L/100 km,4.0 L/100 km,1.47 m,"1,368 L",,5/5,,,,83%,86%,94%,69%,
